,urls,proc_pid,udp,tcp,hosts,requests,domains,proc,file_created,dll_loaded,regkey_opened,command_line,regkey_read,regkey_written
8077,157,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1497,-1
8078,133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2506,-1
8079,148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1772,-1
8080,405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1208,-1
8081,117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,394,-1
8082,292,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1425,-1
8083,415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,193,-1
8084,145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2750,-1
8085,453,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2683,-1
8086,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,526,-1
8087,189,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,734,-1
8088,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2745,-1
8089,257,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1531,-1
8090,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2604,-1
8091,388,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2877,-1
8092,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1632,-1
8093,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1319,-1
8094,241,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,471,-1
8095,445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,781,-1
8096,235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1700,-1
8097,181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,593,-1
8098,274,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1021,-1
8099,182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1395,-1
8100,199,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,318,-1
8101,173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,570,-1
8102,407,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,144,-1
8103,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1855,-1
8104,457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2681,-1
8105,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1479,-1
8106,452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,629,-1
8107,288,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2030,-1
8108,161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2272,-1
8109,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2481,-1
8110,141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,330,-1
8111,372,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,355,-1
8112,477,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,769,-1
8113,364,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,177,-1
8114,497,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1796,-1
8115,470,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2277,-1
8116,265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2187,-1
8117,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2424,-1
8118,367,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,256,-1
8119,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1549,-1
8120,401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,597,-1
8121,214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2192,-1
8122,278,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112,-1
8123,299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1024,-1
8124,286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2288,-1
8125,112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1447,-1
8126,455,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1106,-1
8127,419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,567,-1
8128,150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2190,-1
8129,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1071,-1
8130,115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2475,-1
8131,318,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,960,-1
8132,319,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1352,-1
8133,269,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,145,-1
8134,242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1108,-1
8135,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2862,-1
8136,489,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2863,-1
8137,410,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,354,-1
8138,229,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1464,-1
8139,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2950,-1
8140,205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,982,-1
8141,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1374,-1
8142,179,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1330,-1
8143,303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2873,-1
8144,176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2346,-1
8145,146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1510,-1
8146,212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2163,-1
8147,183,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,571,-1
8148,178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,434,-1
8149,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,272,-1
8150,253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1792,-1
8151,399,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2721,-1
8152,484,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3052,-1
8153,465,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2837,-1
8154,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2359,-1
8155,349,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1503,-1
8156,268,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2387,-1
8157,424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2415,-1
8158,374,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2810,-1
8159,386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,398,-1
8160,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2239,-1
8161,231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1879,-1
8162,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1302,-1
8163,345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,159,-1
8164,207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,545,-1
8165,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1789,-1
8166,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1621,-1
8167,210,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2739,-1
8168,187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,313,-1
8169,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2726,-1
8170,285,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,390,-1
8171,402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1695,-1
8172,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,531,-1
8173,216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,903,-1
8174,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1229,-1
8175,125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2948,-1
8176,438,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2569,-1
8177,482,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1973,-1
8178,256,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3048,-1
8179,177,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1053,-1
8180,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2993,-1
8181,381,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2823,-1
8182,295,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2082,-1
8183,350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,413,-1
8184,249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2489,-1
8185,435,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2929,-1
8186,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2401,-1
8187,387,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2223,-1
8188,230,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1644,-1
8189,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,775,-1
8190,250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,667,-1
8191,266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1910,-1
8192,166,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2940,-1
8193,198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,339,-1
8194,464,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1945,-1
8195,152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2559,-1
8196,111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,127,-1
8197,267,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,786,-1
8198,359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1205,-1
8199,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1211,-1
8200,365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2910,-1
8201,358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,133,-1
8202,193,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,248,-1
8203,471,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,-1
8204,451,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,724,-1
8205,409,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1507,-1
8206,233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2007,-1
8207,272,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2339,-1
8208,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2590,-1
8209,450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1137,-1
8210,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,343,-1
8211,436,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1235,-1
8212,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2449,-1
8213,430,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2438,-1
8214,379,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1454,-1
8215,134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,738,-1
8216,437,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1349,-1
8217,289,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2513,-1
8218,215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2130,-1
8219,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1218,-1
8220,347,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2444,-1
8221,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2977,-1
8222,353,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1669,-1
8223,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1294,-1
8224,259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1240,-1
8225,474,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,448,-1
8226,425,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2458,-1
8227,382,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2803,-1
8228,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1132,-1
8229,413,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,556,-1
8230,373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2501,-1
8231,293,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2717,-1
8232,398,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2151,-1
8233,209,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1412,-1
8234,204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1341,-1
8235,459,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1119,-1
8236,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2074,-1
8237,447,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1305,-1
8238,162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1231,-1
8239,248,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,-1
8240,218,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2981,-1
8241,184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2874,-1
8242,298,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2280,-1
8243,449,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1935,-1
8244,114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1741,-1
8245,279,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1757,-1
8246,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1276,-1
8247,414,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2236,-1
8248,174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2899,-1
8249,395,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1784,-1
8250,240,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2490,-1
8251,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2864,-1
8252,469,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,372,-1
8253,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1032,-1
8254,126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2381,-1
8255,211,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3006,-1
8256,356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,213,-1
8257,408,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2688,-1
8258,251,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1413,-1
8259,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2328,-1
8260,273,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1849,-1
8261,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1438,-1
8262,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2815,-1
8263,246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,-1
8264,234,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1948,-1
8265,220,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,183,-1
8266,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,623,-1
8267,362,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1327,-1
8268,454,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1156,-1
8269,363,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,737,-1
8270,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1333,-1
8271,224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,744,-1
8272,384,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2111,-1
8273,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2641,-1
8274,186,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1670,-1
8275,203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,564,-1
8276,361,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1586,-1
8277,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1970,-1
8278,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92,-1
8279,357,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,-1
8280,368,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1326,-1
8281,302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,764,-1
8282,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,862,-1
8283,271,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2638,-1
8284,475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1103,-1
8285,238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1
8286,195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1155,-1
8287,417,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,395,-1
8288,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,752,-1
8289,175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2149,-1
8290,297,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2729,-1
8291,443,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2687,-1
8292,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,714,-1
8293,284,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1613,-1
8294,138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1296,-1
8295,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1322,-1
8296,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1092,-1
8297,225,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2548,-1
8298,366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3023,-1
8299,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2718,-1
8300,429,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1756,-1
8301,154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2639,-1
8302,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3026,-1
8303,383,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1082,-1
8304,351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,-1
8305,197,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,649,-1
8306,171,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1449,-1
8307,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1201,-1
8308,163,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,826,-1
8309,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2124,-1
8310,191,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3029,-1
8311,481,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1
8312,476,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2117,-1
8313,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2671,-1
8314,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,386,-1
8315,434,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,461,-1
8316,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,216,-1
8317,142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,993,-1
8318,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1421,-1
8319,458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2646,-1
8320,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2198,-1
8321,252,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1288,-1
8322,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2700,-1
8323,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2854,-1
8324,446,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,-1
8325,282,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,-1
8326,105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1582,-1
8327,275,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,-1
8328,232,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2420,-1
8329,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2101,-1
8330,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1662,-1
8331,480,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1295,-1
8332,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1820,-1
8333,262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1719,-1
8334,106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1905,-1
8335,346,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,575,-1
8336,304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2709,-1
8337,247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2078,-1
8338,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1091,-1
8339,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,519,-1
8340,416,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1709,-1
8341,168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2980,-1
8342,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,412,-1
8343,143,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,512,-1
8344,194,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,792,-1
8345,244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,990,-1
8346,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2710,-1
8347,258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2596,-1
8348,296,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1435,-1
8349,122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1546,-1
8350,167,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1720,-1
8351,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2473,-1
8352,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,983,-1
8353,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1482,-1
8354,371,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1690,-1
8355,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,308,-1
8356,236,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2890,-1
8357,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,791,-1
8358,348,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,753,-1
8359,321,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,964,-1
8360,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3078,-1
8361,123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,924,-1
8362,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1512,-1
8363,228,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2542,-1
8364,158,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2049,-1
8365,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1903,-1
8366,378,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1780,-1
8367,411,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2691,-1
8368,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1171,-1
8369,287,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,913,-1
8370,397,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,949,-1
8371,431,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3049,-1
8372,147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2337,-1
8373,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1830,-1
8374,185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1097,-1
8375,243,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,334,-1
8376,217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,170,-1
8377,202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1450,-1
8378,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2360,-1
8379,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,588,-1
8380,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,387,-1
8381,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2959,-1
8382,370,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1618,-1
8383,294,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,767,-1
8384,223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2213,-1
8385,208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3043,-1
8386,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,735,-1
8387,385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,569,-1
8388,290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1943,-1
8389,444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2246,-1
8390,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2570,-1
8391,412,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,288,-1
8392,254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113,-1
8393,396,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,468,-1
8394,428,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2635,-1
