urls,proc_pid
http://pl.wikipedia.org/w/api.php?action=opensearch,N/A
http://www.weather.com/favicon.ico,N/A
http://search.centrum.cz/favicon.ico,N/A
http://search.yam.com/,N/A
http://search.live.com/results.aspx?q=,N/A
http://search.empas.com/favicon.ico,N/A
http://images.joins.com/ui_c/fvc_joins.ico,N/A
http://cgi.search.biglobe.ne.jp/,N/A
http://msk.afisha.ru/,N/A
http://es.wikipedia.org/w/api.php?action=opensearch,N/A
http://www.google.pl/,N/A
http://www.arrakis.com/favicon.ico,N/A
http://search.microsoft.com/,N/A
http://search.goo.ne.jp/favicon.ico,N/A
http://image.excite.co.jp/jp/favicon/lep.ico,N/A
http://www.merlin.com.pl/,N/A
http://www.amazon.de/,N/A
http://www.sogou.com/,N/A
http://cerca.lycos.it/,N/A
http://www.orange.fr/,N/A
http://spaces.live.com/BlogIt.aspx,N/A
http://www.microsofttranslator.com/?ref=IE8Activity,N/A
http://www.rakuten.co.jp/favicon.ico,N/A
http://www.nate.com/favicon.ico,N/A
http://de.wikipedia.org/favicon.ico,N/A
http://ru.wikipedia.org/w/api.php?action=opensearch,N/A
http://www.microsofttranslator.com/DefaultPrev.aspx?ref=IE8Activity,N/A
http://search.daum.net/favicon.ico,N/A
http://nl.wikipedia.org/favicon.ico,N/A
http://it.search.yahoo.com/,N/A
http://www.google.it/,N/A
http://suche.web.de/favicon.ico,N/A
http://www.paginasamarillas.es/favicon.ico,N/A
http://search.seznam.cz/favicon.ico,N/A
http://search.livedoor.com/favicon.ico,N/A
http://search.lycos.com/,N/A
http://fr.wikipedia.org/w/api.php?action=opensearch,N/A
http://search.dreamwiz.com/favicon.ico,N/A
http://www.kkbox.com.tw/,N/A
http://suche.aol.de/,N/A
http://it.search.dada.net/,N/A
http://search.empas.com/,N/A
http://yellowpages.superpages.com/favicon.ico,N/A
http://arianna.libero.it/,N/A
http://www.dailymail.co.uk/,N/A
http://ru.wikipedia.org/favicon.ico,N/A
http://search.auction.co.kr/,N/A
http://search.lycos.com/favicon.ico,N/A
http://www3.fnac.com/,N/A
http://search.yahoo.co.jp,N/A
http://asp.usatoday.com/favicon.ico,N/A
http://search.msn.com.cn/results.aspx?q=,N/A
http://cn.bing.com/favicon.ico,N/A
http://search2.estadao.com.br/,N/A
http://search.cn.yahoo.com/,N/A
http://ie.search.yahoo.com/os?command=,N/A
http://www.tesco.com/,N/A
http://search-dyn.tiscali.it/,N/A
http://search.ipop.co.kr/favicon.ico,N/A
http://arianna.libero.it/favicon.ico,N/A
http://www.myspace.com/favicon.ico,N/A
http://search.gismeteo.ru/,N/A
https://ejemplo.com,N/A
http://www.dailymail.co.uk/favicon.ico,N/A
http://www.microsoft.com/schemas/rss/core/2005/internal,N/A
http://home.altervista.org/,N/A
http://it.search.dada.net/favicon.ico,N/A
http://www.gmarket.co.kr/,N/A
http://price.ru/favicon.ico,N/A
http://www.google.com.br/,N/A
http://buscar.ya.com/,N/A
http://images.monster.com/favicon.ico,N/A
http://search.ebay.it/,N/A
http://www.alarabiya.net/,N/A
http://www.najdi.si/,N/A
http://www.maktoob.com/favicon.ico,N/A
http://purl.org/rss/1.0/modules/content/,N/A
http://ns.adobe.com/pdf/1.3/,N/A
http://price.ru/,N/A
http://www.najdi.si/favicon.ico,N/A
http://kr.search.yahoo.com/,N/A
http://www.aol.com/favicon.ico,N/A
http://www.ozon.ru/favicon.ico,N/A
http://pl.wikipedia.org/,N/A
http://www.target.com/favicon.ico,N/A
http://fr.search.yahoo.com/,N/A
http://search.daum.net/,N/A
http://de.search.yahoo.com/,N/A
http://suche.freenet.de/favicon.ico,N/A
http://busca.buscape.com.br/favicon.ico,N/A
http://www.microsoft.com/favicon.ico,N/A
http://auone.jp/favicon.ico,N/A
http://buscador.lycos.es/,N/A
http://search.yahoo.com/,N/A
http://www.sogou.com/favicon.ico,N/A
http://search.rediff.com/favicon.ico,N/A
http://search.auone.jp/,N/A
http://web.ask.com/,N/A
http://search.books.com.tw/,N/A
http://search.ebay.in/,N/A
http://search.about.com/,N/A
http://www.neckermann.de/,N/A
http://browse.guardian.co.uk/favicon.ico,N/A
http://www.tesco.com/favicon.ico,N/A
http://ns.adobe.com/iX/1.0/,N/A
http://www.target.com/,N/A
http://www.amazon.com/favicon.ico,N/A
http://recherche.linternaute.com/,N/A
http://pt.wikipedia.org/favicon.ico,N/A
http://openimage.interpark.com/interpark.ico,N/A
http://www.google.si/,N/A
http://www.yandex.ru/favicon.ico,N/A
http://www.google.com/favicon.ico,N/A
https://www.ejemplo.com.,N/A
http://www.walmart.com/favicon.ico,N/A
http://udn.com/,N/A
http://esearch.rakuten.co.jp/,N/A
http://www.google.es/,N/A
http://www.cnet.co.uk/,N/A
http://www.mtv.com/,N/A
http://search.live.com/results.aspx?FORM=IEFM1,N/A
http://www.abril.com.br/,N/A
http://www.baidu.com/,N/A
http://www.amazon.co.uk/,N/A
http://it.wikipedia.org/w/api.php?action=opensearch,N/A
http://www.tchibo.de/favicon.ico,N/A
http://www.pchome.com.tw/favicon.ico,N/A
http://pt.wikipedia.org/,N/A
http://fr.wikipedia.org/,N/A
http://ja.wikipedia.org/w/api.php?action=opensearch,N/A
http://www.chennaionline.com/ncommon/images/collogo.ico,N/A
http://www.cjmall.com/,N/A
http://uk.search.yahoo.com/,N/A
http://search.yahoo.com/favicon.ico,N/A
http://busca.igbusca.com.br/,N/A
https://localhost,N/A
http://www.nifty.com/favicon.ico,N/A
http://search.naver.com/,N/A
http://home.altervista.org/favicon.ico,N/A
http://search.gamer.com.tw/favicon.ico,N/A
http://busca.buscape.com.br/,N/A
http://search.atlas.cz/,N/A
http://www.ceneo.pl/,N/A
http://search.aol.co.uk/,N/A
http://pl.wikipedia.org/favicon.ico,N/A
http://search.ipop.co.kr/,N/A
http://search.books.com.tw/favicon.ico,N/A
http://search.aol.in/,N/A
http://cs.wikipedia.org/favicon.ico,N/A
http://spaces.live.com/,N/A
http://www.microsofttranslator.com/Default.aspx?ref=IE8Activity,N/A
http://z.about.com/m/a08.ico,N/A
http://www.univision.com/favicon.ico,N/A
http://nl.wikipedia.org/w/api.php?action=opensearch,N/A
http://ocsp.infonotary.com/responder.cgi0V,N/A
http://www.certificadodigital.com.br/repositorio/serasaca/crl/SerasaCAII.crl0,N/A
http://crl.chambersign.org/publicnotaryroot.crl0,N/A
http://purl.org/rss/1.0/,N/A
http://purl.org/rss/1.0/modules/syndication/,N/A
http://crl.chambersign.org/chambersroot.crl0,N/A
http://fedir.comsign.co.il/cacert/ComSignAdvancedSecurityCA.crt0,N/A
http://crl.usertrust.com/UTN-USERFirst-NetworkApplications.crl0,N/A
https://www.netlock.net/docs,N/A
http://www.signatur.rtr.at/de/directory/cps.html0,N/A
http://www.certplus.com/CRL/class3TS.crl0,N/A
http://www.e-me.lv/repository0,N/A
http://crl.comodo.net/AAACertificateServices.crl0,N/A
http://www.quovadis.bm0,N/A
http://www.d-trust.net/crl/d-trust_qualified_root_ca_1_2007_pn.crl0,N/A
http://www.trustcenter.de/guidelines0,N/A
http://www.trustcenter.de/crl/v2/tc_class_2_ca_II.crl,N/A
https://ocsp.quovadisoffshore.com0,N/A
http://www.e-trust.be/CPS/QNcerts,N/A
http://www.certplus.com/CRL/class1.crl0,N/A
http://support.microsoft.com/kb/9311250,N/A
http://fedir.comsign.co.il/crl/ComSignSecuredCA.crl0,N/A
http://www.echoworx.com/ca/root2/cps.pdf0,N/A
http://www.registradores.org/scr/normativa/cp_f2.htm0,N/A
http://www.usertrust.com1604,N/A
http://www.ssc.lt/cps03,N/A
http://www.microsoft.com/pki/certs/TrustListPCA.crt0,N/A
http://www.pkioverheid.nl/policies/root-policy0,N/A
http://www.e-szigno.hu/SZSZ/0,N/A
http://www.certplus.com/CRL/class3.crl0,N/A
https://www.catcert.net/verarrel,N/A
http://pki-root.ecertpki.cl/CertEnroll/E-CERT%20ROOT%20CA.crl0,N/A
http://crl.ssc.lt/root-a/cacrl.crl0,N/A
http://crl.usertrust.com/UTN-USERFirst-Object.crl0),N/A
http://www.pki.admin.ch/policy/CPS_2_16_756_1_17_3_21_1.pdf0,N/A
http://acraiz.icpbrasil.gov.br/LCRacraiz.crl0,N/A
http://crl.usertrust.com/UTN-USERFirst-ClientAuthenticationandEmail.crl0,N/A
http://crl.globalsign.net/root-r2.crl0,N/A
http://certificates.starfieldtech.com/repository/1604,N/A
http://www.d-trust.net0,N/A
http://www.pki.gva.es/cps0,N/A
http://repository.swisssign.com/0,N/A
http://www.acabogacia.org0,N/A
http://crl.ssc.lt/root-c/cacrl.crl0,N/A
http://www.e-certchile.cl/html/productos/download/CPSv1.7.pdf01,N/A
http://www.e-szigno.hu/RootCA.crl,N/A
http://fedir.comsign.co.il/crl/ComSignAdvancedSecurityCA.crl0,N/A
http://www.trustdst.com/certificates/policy/ACES-index.html0,N/A
https://ca.sia.it/secsrv/repository/CPS0,N/A
http://crl.oces.certifikat.dk/oces.crl0,N/A
http://ca.sia.it/seccli/repository/CRL.der0J,N/A
http://www.sk.ee/juur/crl/0,N/A
http://www.e-szigno.hu/RootCA.crt0,N/A
http://repository.infonotary.com/cps/qcps.html0,N/A
http://ocsp.pki.gva.es0,N/A
http://crl.ssc.lt/root-b/cacrl.crl0,N/A
http://crl.securetrust.com/STCA.crl0,N/A
http://acraiz.icpbrasil.gov.br/DPCacraiz.pdf0=,N/A
http://users.ocsp.d-trust.net03,N/A
http://cps.chambersign.org/cps/chambersroot.html0,N/A
http://www.acabogacia.org/doc0,N/A
http://www.sk.ee/cps/0,N/A
https://www.catcert.net/verarrel05,N/A
http://www.certificadodigital.com.br/repositorio/serasaca/crl/SerasaCAI.crl0,N/A
http://www.certificadodigital.com.br/repositorio/serasaca/crl/SerasaCAIII.crl0,N/A
http://www.d-trust.net/crl/d-trust_root_class_2_ca_2007.crl0,N/A
http://www.entrust.net/CRL/Client1.crl0,N/A
http://www.chambersign.org1,N/A
http://www.ancert.com/cps0,N/A
http://www.microsoft.com/pki/crl/products/TrustListPCA.crl,N/A
http://www.globaltrust.info0,N/A
https://secure.a-cert.at/cgi-bin/a-cert-advanced.cgi0,N/A
http://crl.usertrust.com/UTN-USERFirst-Hardware.crl01,N/A
http://www.digsigtrust.com/DST_TRUST_CPS_v990701.html0,N/A
http://www.usertrust.com1,N/A
http://www.dnie.es/dpc0,N/A
https://www.certification.tn/cgi-bin/pub/crl/cacrl.crl0E,N/A
http://crl.pki.wellsfargo.com/wsprca.crl0,N/A
http://www.d-trust.net/crl/d-trust_root_class_3_ca_2007.crl0,N/A
http://qual.ocsp.d-trust.net0,N/A
http://www.entrust.net/CRL/net1.crl0,N/A
http://www.iec.ch,N/A
http://crl.xrampsecurity.com/XGCA.crl0,N/A
http://www.signatur.rtr.at/current.crl0,N/A
http://www.a-cert.at/certificate-policy.html0,N/A
http://purl.org/dc/terms/,N/A
http://ca.disig.sk/ca/crl/ca_disig.crl0,N/A
http://www.firmaprofesional.com0,N/A
http://www.microsoft.com/pki/certs/tspca.crt0,N/A
http://www.rootca.or.kr/rca/cps.html0,N/A
http://www.trustcenter.de/crl/v2/tc_class_3_ca_II.crl,N/A
http://crl.comodo.net/TrustedCertificateServices.crl0,N/A
http://crl.securetrust.com/SGCA.crl0,N/A
http://www.informatik.admin.ch/PKI/links/CPS_2_16_756_1_17_3_1_0.pdf0,N/A
https://www.certification.tn/cgi-bin/pub/crl/cacrl.crl0,N/A
http://logo.verisign.com/vslogo.gif0,N/A
http://www.disig.sk/ca/crl/ca_disig.crl0,N/A
http://crl.usertrust.com/UTN-DATACorpSGC.crl0,N/A
http://www.certicamara.com/certicamaraca.crl0,N/A
http://www.post.trust.ie/reposit/cps.html0,N/A
http://www2.public-trust.com/crl/ct/ctroot.crl0,N/A
http://www.certicamara.com0,N/A
http://ca.sia.it/secsrv/repository/CRL.der0J,N/A
http://www.microsoft.com/schemas/rss/monitoring/2007,N/A
http://www.microsoft.com/schemas/rss/core/2005,N/A
http://purl.org/atom/ns,N/A
http://www.disig.sk/ca0f,N/A
http://www.certicamara.com/dpc/0Z,N/A
http://www.wellsfargo.com/certpolicy0,N/A
http://fedir.comsign.co.il/crl/ComSignCA.crl0,N/A
https://www.netlock.hu/docs/,N/A
http://www.a-cert.at0E,N/A
http://crl.netsolssl.com/NetworkSolutionsCertificateAuthority.crl0,N/A
https://rca.e-szigno.hu/ocsp0-,N/A
https://ca.sia.it/seccli/repository/CPS0,N/A
http://www.comsign.co.il/cps0,N/A
http://www.certifikat.dk/repository0,N/A
http://cps.chambersign.org/cps/publicnotaryroot.html0,N/A
http://www.quovadisglobal.com/cps0,N/A
http://cps.chambersign.org/cps/chambersignroot.html0,N/A
http://www.certplus.com/CRL/class2.crl0,N/A
http://crl.chambersign.org/chambersignroot.crl0,N/A
http://www.certplus.com/CRL/class3P.crl0,N/A
http://crl.comodoca.com/TrustedCertificateServices.crl0:,N/A
http://www.valicert.com/1,N/A
http://crl.comodoca.com/AAACertificateServices.crl06,N/A
http://www.crc.bg0,N/A
http://crl.comodoca.com/COMODOCertificationAuthority.crl0,N/A
https://dist.torproject.org/torbrowser/6.5.1/tor-win32-0.2.9.10.zip,N/A
N/A,N/A
